-4   -1.11187
-3   -0.97339
-3   -0.98757
-3   -1.08944
-3   -1.03071
-3   -0.91841
-3   -0.93504
-3   -1.01736
-3   -1.02973
-3   -1.07680
-3   -1.24795
-3   -1.09660
-3   -0.95616
-3   -0.82794
-2   -0.97640
-2   -0.85971
-2   -0.80133
-2   -1.05337
-2   -0.93076
-2   -1.00650
-2   -1.03821
-2   -0.92257
-2   -0.93922
-2   -0.94134
-2   -1.03933
-2   -1.15816
-2   -0.90774
-2   -1.05849
-1   -1.07723
-1   -0.85079
-1   -0.97469
-1   -1.00849
-1   -1.00904
-1   -0.88291
-1   -0.84776
-1   -0.87564
-1   -1.00453
-1   -0.88040
-1   -0.80257
-1   -0.54553
-1   -0.81348
0   -0.72216
0   -0.36666
0   -0.47219
0   -0.33024
0   -0.24902
0   -0.09584
0   -0.17283
0   -0.13847
0    0.02853
0   -0.08257
0    0.10585
0    0.47791
0    0.31466
0    0.32377
0    0.62740
0    0.38301
0    0.40465
0    0.39837
0    0.61903
0    0.42787
0    0.44730
0    0.30146
0    0.17986
0    0.09659
0    0.03647
0    0.00843
0   -0.14394
0   -0.17402
1   -0.32068
1   -0.39192
1   -0.36090
1   -0.50972
1   -0.69393
1   -0.68776
1   -0.78384
1   -0.76263
1   -0.70671
1   -0.98677
1   -0.80880
1   -0.78299
1   -0.90607
2   -0.98072
2   -1.00298
2   -1.14262
2   -1.01431
2   -1.09013
2   -1.04182
2   -0.81517
2   -0.91506
2   -1.11159
2   -0.93331
2   -1.01350
2   -1.04542
2   -1.06055
2   -1.06988
3   -1.01296
3   -1.14786
3   -1.05835
3   -0.85529
3   -1.15415
3   -1.06177
3   -0.93904
3   -1.05327
3   -1.11381
3   -1.05175
3   -0.79495
3   -0.80882
3   -1.07641
4   -1.07385
