0.1000000000 2.2104736592
0.1441340782 2.1920555203
0.1882681564 2.1883711880
0.2324022346 2.1953671374
0.2765363128 2.1404722458
0.3206703911 2.2595154564
0.3648044693 2.4325893837
0.4089385475 2.4453892005
0.4530726257 2.2305078416
0.4972067039 2.2878703122
0.5413407821 2.5992265383
0.5854748603 2.5677563250
0.6296089385 2.5424617911
0.6737430168 2.4862186095
0.7178770950 2.2624528092
0.7620111732 2.8079043465
0.8061452514 2.6400039056
0.8502793296 2.6403626953
0.8944134078 2.5501209992
0.9385474860 2.4676838206
0.9826815642 2.8669462851
1.0268156425 2.7875876536
1.0709497207 2.6479852712
1.1150837989 2.7491438189
1.1592178771 2.7891951894
1.2033519553 3.0137964025
1.2474860335 3.2265969202
1.2916201117 2.9272547744
1.3357541899 2.9761465224
1.3798882682 2.9914133574
1.4240223464 3.1481722183
1.4681564246 3.1074267038
1.5122905028 2.9120657700
1.5564245810 3.1673870690
1.6005586592 3.0882743375
1.6446927374 3.1203848725
1.6888268156 3.3035650126
1.7329608939 3.1021773067
1.7770949721 3.3363598266
1.8212290503 3.3280346565
1.8653631285 3.1226459649
1.9094972067 3.3289147915
1.9536312849 3.1635293148
1.9977653631 3.3205004767
2.0418994413 3.2191262132
2.0860335196 3.3884415650
2.1301675978 3.2493891073
2.1743016760 3.5700012821
2.2184357542 3.3473971827
2.2625698324 3.4705491979
2.3067039106 3.4166888470
2.3508379888 3.4156593647
2.3949720670 3.3457460488
2.4391061453 3.7546091491
2.4832402235 3.5055610995
2.5273743017 3.4687885459
2.5715083799 3.7068514386
2.6156424581 3.6482762119
2.6597765363 3.5716627933
2.7039106145 3.7452960156
2.7480446927 3.7511691029
2.7921787709 3.7176867285
2.8363128492 3.8670375150
2.8804469274 3.6826357524
2.9245810056 3.8204861089
2.9687150838 3.6955313026
3.0128491620 3.6475317077
3.0569832402 3.8869856248
3.1011173184 3.7750249895
3.1452513966 3.8291441627
3.1893854749 3.8371719210
3.2335195531 3.9333593297
3.2776536313 3.8902366540
3.3217877095 4.0108498163
3.3659217877 4.0350444506
3.4100558659 3.7727425449
3.4541899441 3.8787283797
3.4983240223 3.9357239004
3.5424581006 3.9745083639
3.5865921788 3.9642772170
3.6307262570 4.1151940348
3.6748603352 3.8690362183
3.7189944134 4.1202065631
3.7631284916 4.0893364238
3.8072625698 4.0627884726
3.8513966480 4.1841696789
3.8955307263 4.2028725773
3.9396648045 4.1939528280
3.9837988827 4.1655860505
4.0279329609 4.1264051894
4.0720670391 4.3229413205
4.1162011173 4.2831581263
4.1603351955 4.0858790012
4.2044692737 4.2578679887
4.2486033520 4.4165218718
4.2927374302 4.4175526394
4.3368715084 4.2031294528
4.3810055866 4.3160821630
4.4251396648 4.3779225373
4.4692737430 4.4980235731
4.5134078212 4.3600432241
4.5575418994 4.2989001932
4.6016759777 4.4371347316
4.6458100559 4.4700497877
4.6899441341 4.3429628166
4.7340782123 4.5167107944
4.7782122905 4.3560454577
4.8223463687 4.5349079831
4.8664804469 4.5719532179
4.9106145251 4.6809581262
4.9547486034 4.4554946527
4.9988826816 4.7228057797
5.0430167598 4.6723446223
5.0871508380 4.6211298699
5.1312849162 4.6116240456
5.1754189944 4.6577680716
5.2195530726 4.7166050751
5.2636871508 4.5971073856
5.3078212291 4.7447143083
5.3519553073 4.5303839989
5.3960893855 4.5859990322
5.4402234637 4.8478724484
5.4843575419 4.8189870091
5.5284916201 4.7600087837
5.5726256983 4.7922829125
5.6167597765 4.7813839418
5.6608938547 4.5828635553
5.7050279330 4.9132210189
5.7491620112 4.8606535848
5.7932960894 4.8047819047
5.8374301676 4.8011528440
5.8815642458 4.8882754474
5.9256983240 4.9079908547
5.9698324022 4.7859052372
6.0139664804 4.8708593424
6.0581005587 4.8941974912
6.1022346369 4.7435538401
6.1463687151 5.0019178589
6.1905027933 4.8272677000
6.2346368715 4.8023406986
6.2787709497 4.9344101597
6.3229050279 5.0178348385
6.3670391061 4.9796811439
6.4111731844 4.9498416019
6.4553072626 4.8416034808
6.4994413408 4.9860402544
6.5435754190 5.0808163777
6.5877094972 5.1161145871
6.6318435754 5.0130875419
6.6759776536 4.9024694349
6.7201117318 5.0143879968
6.7642458101 5.0653581419
6.8083798883 5.1397344027
6.8525139665 5.1737354461
6.8966480447 5.3745993188
6.9407821229 5.0929008048
6.9849162011 5.0748003639
7.0290502793 5.3198638275
7.0731843575 4.8843194186
7.1173184358 5.2415797337
7.1614525140 5.3515853332
7.2055865922 5.4388571130
7.2497206704 5.3244178263
7.2938547486 5.2873910804
7.3379888268 5.1735045607
7.3821229050 5.1772514486
7.4262569832 5.2925189555
7.4703910615 5.2658897097
7.5145251397 5.3180217732
7.5586592179 5.4448382513
7.6027932961 5.2909203035
7.6469273743 5.5028456961
7.6910614525 5.3421662395
7.7351955307 5.3761157049
7.7793296089 5.3888956914
7.8234636872 5.3810116616
7.8675977654 5.4342333654
7.9117318436 5.4154919390
7.9558659218 5.4883428005
8.0000000000 5.6836251863
