2    0.06558
2    0.16449
2   -0.23402
2    0.02622
2   -0.07486
2   -0.04208
2   -0.03242
2   -0.20936
2   -0.38796
2   -0.44548
2    0.08821
2    0.29312
2    0.03967
2    0.07336
2   -0.16847
2   -0.56297
2   -0.47885
2    0.03043
2   -0.00675
2   -0.40671
2   -0.07647
2    0.00056
2    0.04119
3   -0.39841
3   -0.08389
3   -0.04897
3   -0.21153
3   -0.14933
3    0.09202
3    0.06005
3   -0.29653
3   -0.21306
3   -0.00175
3   -0.19887
3   -0.09459
3   -0.61349
3   -0.13016
3   -0.49910
3   -0.41122
3   -0.34875
3    0.07010
3   -0.31399
3   -0.42314
3   -0.50232
3   -0.59140
3   -0.41604
3   -0.24175
3   -0.24009
3   -0.40948
3   -0.52285
3   -0.39261
3   -0.73701
3   -0.59291
3   -0.67843
3   -0.93243
3   -0.58638
3   -0.91965
3   -0.88118
3   -1.05075
3   -1.10331
3   -1.47186
3   -1.13546
3   -0.87438
3   -1.49469
3   -1.57268
3   -2.03945
3   -1.80158
3   -1.75230
3   -2.86735
3   -2.94129
3   -2.91501
3   -3.77121
3   -4.06349
3   -4.61468
3   -5.31824
3   -5.94039
3   -7.05842
3   -7.69946
3   -8.76262
3   -9.50693
3   -9.94421
3   -9.86404
3   -9.73250
3   -9.11113
3   -8.38019
3   -7.84240
3   -6.44669
3   -6.00102
3   -4.84286
3   -4.32362
3   -3.83538
3   -2.91099
3   -2.91890
3   -2.41810
3   -2.20473
3   -2.09463
4   -1.99154
4   -1.66436
4   -1.66370
4   -1.67185
4   -1.35755
4   -0.86176
4   -1.18793
4   -1.11930
4   -0.62707
4   -0.91842
4   -1.06424
4   -0.74630
4   -0.91988
4   -0.88796
4   -0.61165
4   -1.07530
4   -0.42908
4   -0.49066
4   -0.63238
4   -0.63014
4   -0.37559
4   -0.19869
4   -0.95621
4   -0.23936
4   -0.47419
4   -0.22737
4   -0.27324
4   -0.44440
4    0.02345
4    0.13101
4   -0.10813
4   -0.25926
4   -0.08647
4   -0.33267
4   -0.14144
4   -0.14687
4   -0.29325
4   -0.23056
4   -0.05409
4   -0.13910
4   -0.22545
4   -0.07080
4   -0.40747
4   -0.18763
4   -0.20016
4    0.03899
4   -0.21863
4   -0.11065
4   -0.00760
4   -0.03614
4   -0.03658
4   -0.02692
4   -0.27000
4    0.01521
4   -0.13591
4   -0.45120
4   -0.03993
4   -0.36620
4   -0.39204
4   -0.12849
4   -0.19089
4   -0.33737
4   -0.07801
4   -0.24260
4   -0.39011
4   -0.17896
4    0.04844
4    0.29528
4   -0.11713
4    0.04844
4    0.15266
4   -0.14681
4   -0.21653
5    0.27295
