-10   -0.91325
-9   -1.02478
-9   -0.91624
-9   -0.66088
-9   -0.89475
-9   -1.07192
-9   -0.88688
-9   -0.99682
-9   -0.72823
-9   -0.76168
-8   -0.89653
-8   -0.66271
-8   -0.84320
-8   -0.73707
-8   -0.79145
-8   -0.37417
-8   -0.93921
-8   -0.63414
-8   -0.76047
-7   -0.50937
-7   -0.83872
-7   -0.78813
-7   -0.49012
-7   -0.87291
-7   -0.67706
-7   -0.58712
-7   -0.44899
-7   -1.01213
-7   -0.67854
-6   -0.51557
-6   -0.54460
-6   -0.46386
-6   -0.42877
-6   -0.61953
-6   -0.89414
-6   -0.54829
-6   -0.22852
-6   -0.76331
-5   -0.56788
-5   -0.34645
-5   -0.83528
-5   -0.58786
-5   -0.43489
-5   -0.67803
-5   -0.18066
-5   -0.48545
-5    0.21555
-5   -0.23355
-4   -0.65756
-4   -0.28091
-4   -0.54991
-4   -0.60601
-4   -0.42515
-4   -0.38905
-4   -0.27795
-4   -0.23811
-4   -0.24484
-3   -0.04043
-3   -0.43952
-3   -0.16934
-3   -0.48323
-3   -0.23909
-3   -0.21617
-3   -0.43472
-3   -0.14624
-3   -0.19267
-3   -0.11769
-2   -0.05723
-2   -0.24879
-2   -0.05374
-2   -0.03991
-2   -0.08970
-2   -0.02875
-2   -0.42592
-2   -0.03857
-2   -0.41350
-1   -0.26201
-1   -0.16945
-1    0.03877
-1   -0.12374
-1    0.22337
-1    0.17549
-1   -0.06292
-1    0.05337
-1    0.50479
-1    0.06424
0    0.43224
0    0.35196
0    0.15969
0    0.49055
0    0.81627
0    0.81030
0    0.97466
0    0.91401
0    1.22567
0    1.06796
0    1.21816
0    1.52517
0    2.05391
0    1.66918
0    2.35144
0    2.33749
0    2.83467
0    2.78105
1    3.12970
1    3.02744
1    3.42546
1    3.51882
1    3.94070
1    3.96544
1    3.93103
1    4.02224
1    4.19342
1    4.57661
2    4.05168
2    4.09346
2    4.70488
2    4.07651
2    4.43814
2    4.18223
2    3.72577
2    3.69993
2    3.39984
3    2.99467
3    2.71981
3    2.93553
3    2.47966
3    2.40424
3    1.78466
3    2.13924
3    1.75669
3    2.14833
3    1.36073
4    0.96017
4    1.53623
4    1.47445
4    0.80745
4    0.85178
4    0.99139
4    0.81560
4    0.99918
4    0.97464
5    0.85717
5    0.88037
5    0.72221
5    0.85279
5    0.26879
5    1.06243
5    0.75869
5    0.61701
5    0.76987
5    0.86643
6    0.60108
6    0.96578
6    0.84449
6    0.89869
6    0.99857
6    0.97957
6    0.71751
6    0.53386
6    0.69590
7    1.10877
7    0.76338
7    1.02360
7    0.69926
7    1.03800
7    1.17191
7    0.88112
7    1.05172
7    0.67546
7    1.02285
8    0.83137
8    0.66379
8    1.03104
8    1.19289
8    1.21604
8    0.91585
8    0.81470
8    0.98467
8    1.04006
9    0.89447
9    1.16656
9    0.96904
9    1.15665
9    1.10341
9    0.97686
9    1.36368
9    1.25967
9    0.89804
10    1.21510
